ID,Timestamp,Distance(km),Total_CO2(kg),Base_CO2(kg),Idle(sec),Start_Location,End_Location,Is_Synthetic
232,2026-05-04 22:15:09,9.33594727188942,1.5090132010100594,1.1203136726267304,96.0,"Destination: roorkee","Synthetic Dest",false
36,2026-05-04 22:12:04,5.0,2.591456066813383,1.540346695142893,480.0,"User Origin","User Destination",true
35,2026-05-04 22:11:47,15.0,21.695322420376602,13.289544219862503,540.0,"User Origin","User Destination",false
34,2026-05-04 22:11:21,15.0,25.80642609134822,20.865509762407786,540.0,"User Origin","User Destination",false
33,2026-05-04 22:11:12,15.0,38.93643618489016,24.828369718046492,540.0,"User Origin","User Destination",false
32,2026-05-04 22:11:12,15.0,38.959295829434645,25.789012074462583,540.0,"User Origin","User Destination",false
31,2026-05-04 22:11:11,15.0,38.914058827434175,22.833739694860807,540.0,"User Origin","User Destination",false
30,2026-05-04 22:11:10,15.0,38.87976840979682,23.941043786788807,540.0,"User Origin","User Destination",false
29,2026-05-04 22:11:09,15.0,38.93518484188363,23.125364663656818,540.0,"User Origin","User Destination",false
28,2026-05-04 22:11:01,15.0,38.94176084874802,26.964234646567036,540.0,"User Origin","User Destination",true
27,2026-05-04 22:10:34,50.0,14.097043203467628,12.205405039855773,300.00000000000006,"User Origin","User Destination",true
118,2026-05-04 20:44:17,10.54475586781511,1.7010011535552274,1.2653707041378133,205.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
205,2026-05-04 19:34:10,28.044825392043467,7.127969949739366,3.365379047045216,155.0,"Destination: roorkee","Synthetic Dest",false
77,2026-05-04 18:37:00,5.189397578299008,1.4485361659858047,0.622727709395881,205.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
78,2026-05-04 18:28:16,33.93598043702788,9.054829115302766,4.0723176524433455,6.0,"Destination: roorkee","Synthetic Dest",false
107,2026-05-04 17:26:19,26.03612815890678,7.088749023982721,3.1243353790688135,165.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
221,2026-05-04 17:22:30,17.488314990515136,5.205069781686991,2.098597798861816,224.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
235,2026-05-04 16:55:26,31.869812438180546,4.8616973417616,3.8243774925816654,85.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
167,2026-05-04 16:50:24,6.346602369414594,1.525209022788564,0.7615922843297512,352.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
192,2026-05-04 15:38:45,25.485054148294502,5.94920726415983,3.0582064977953403,301.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
138,2026-05-04 14:24:57,11.426957795730626,1.8449664133600197,1.3712349354876752,130.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
184,2026-05-04 13:55:16,5.259147099602814,0.843615945466533,0.6310976519523376,21.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
209,2026-05-04 13:44:01,25.124991331628607,4.603369952938736,3.0149989597954328,202.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
93,2026-05-04 12:14:47,26.4563283559484,4.019160766661708,3.174759402713808,394.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
219,2026-05-04 11:21:37,29.28783087357984,7.661434382652998,3.5145397048295806,55.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
53,2026-05-04 11:10:50,13.759406241433224,2.2306642048324425,1.6511287489719868,365.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
243,2026-05-04 10:51:50,25.11959082743924,7.319147733503206,3.0143508992927086,362.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
136,2026-05-04 10:13:05,7.549482595075201,2.0298992417417594,0.905937911409024,579.0,"Destination: roorkee","Synthetic Dest",false
131,2026-05-04 09:06:08,8.38519209990297,2.073227803537687,1.0062230519883564,252.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
194,2026-05-04 08:34:54,10.201390075973102,2.47228481712355,1.2241668091167721,127.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
50,2026-05-04 04:58:41,21.695908648362106,3.4622870568516118,2.6035090378034527,166.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
56,2026-05-04 04:26:50,32.13897823986163,7.398864067033149,3.856677388783395,191.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
203,2026-05-04 04:06:28,24.352412817270363,6.206604607759666,2.9222895380724436,23.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
155,2026-05-04 02:34:27,25.31051250834303,4.139460053117324,3.0372615010011637,478.0,"Destination: roorkee","Synthetic Dest",false
211,2026-05-04 01:20:45,10.04050672820092,1.5918081415538887,1.2048608073841105,339.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
222,2026-05-04 00:12:36,10.004293273345201,2.704084079027018,1.2005151928014242,83.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
142,2026-05-03 23:45:01,14.766895381824654,3.442182590355863,1.7720274458189584,12.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
135,2026-05-03 21:54:29,12.123446351150163,3.3227372720464246,1.4548135621380194,18.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
175,2026-05-03 21:30:11,8.07083254618102,1.837022741681342,0.9684999055417224,208.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
104,2026-05-03 20:41:17,20.590384453207356,4.760916575780504,2.4708461343848827,426.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
202,2026-05-03 18:02:03,12.883891839954252,3.4060012907885664,1.5460670207945102,389.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
128,2026-05-03 17:59:02,24.885303617366702,6.341267421741108,2.986236434084004,343.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
180,2026-05-03 17:02:06,30.09109464927042,6.015358627748897,3.6109313579124502,186.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
178,2026-05-03 16:27:28,24.474362833792107,5.930666607136603,2.936923540055053,118.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
81,2026-05-03 15:30:57,10.468746176702627,2.1178130976186993,1.2562495412043153,40.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
143,2026-05-03 15:09:35,22.639699789234825,4.370276604870805,2.716763974708179,114.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
165,2026-05-03 15:00:33,18.56696400584659,4.393503261390119,2.228035680701591,539.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
257,2026-05-03 13:32:17,33.00639211878618,7.736102285089207,3.9607670542543416,598.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
220,2026-05-03 13:20:00,22.206476430404212,3.7355019530782014,2.664777171648505,457.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
242,2026-05-03 12:56:16,13.723434061569627,3.0870141437691077,1.6468120873883552,171.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
38,2026-05-03 12:54:31,22.980386531986486,6.363110504964777,2.7576463838383782,396.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
51,2026-05-03 12:40:14,10.863937780696489,2.853197155744233,1.3036725336835786,459.0,"Destination: roorkee","Synthetic Dest",false
237,2026-05-03 10:41:20,10.178818455715067,2.6902655209279454,1.221458214685808,525.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
70,2026-05-03 09:59:50,24.918806653786728,6.309395932622058,2.990256798454407,517.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
54,2026-05-03 09:34:24,25.36482585878437,4.801329334604567,3.0437791030541246,175.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
63,2026-05-03 09:15:25,30.944416601331987,6.760827531686394,3.713329992159838,255.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
39,2026-05-03 08:55:37,16.720980371990173,4.079008252870799,2.0065176446388207,581.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
99,2026-05-03 07:46:54,13.721772264725164,3.7510623704701618,1.6466126717670195,418.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
252,2026-05-03 06:28:16,31.820269308924924,5.040026954740908,3.818432317070991,174.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
200,2026-05-03 06:18:14,12.138043309709381,2.4872741437279724,1.4565651971651257,566.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
133,2026-05-03 04:10:51,18.802486826311895,4.610892992481205,2.2562984191574276,228.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
144,2026-05-03 03:58:49,29.626954607256316,7.033508023168987,3.5552345528707576,88.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
196,2026-05-03 03:27:54,30.710948844103786,7.567868298594287,3.685313861292454,554.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
169,2026-05-03 03:12:50,30.52274902777165,7.163671195232973,3.662729883332598,279.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
156,2026-05-03 01:44:28,15.94638776367773,3.448261961091313,1.9135665316413275,402.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
98,2026-05-03 01:27:26,30.763889083990872,6.120437186781621,3.6916666900789044,308.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
159,2026-05-03 01:23:26,25.505231976569217,6.091884931246439,3.060627837188306,55.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
26,2026-05-03 00:55:25,5.0,3.2195167245319243,1.0241114575981203,480.0,"User Origin","User Destination",true
25,2026-05-03 00:55:25,15.0,28.210131556171323,16.404813219614145,540.0,"User Origin","User Destination",true
24,2026-05-03 00:55:25,50.0,10.401275706845126,10.263838748889723,300.00000000000006,"User Origin","User Destination",true
23,2026-05-03 00:55:23,5.0,3.230664325110897,3.3125048037295097,480.0,"User Origin","User Destination",true
22,2026-05-03 00:55:23,15.0,28.2326447589637,18.11393446526461,540.0,"User Origin","User Destination",true
21,2026-05-03 00:55:22,50.0,10.395008715868078,10.67541258846153,300.00000000000006,"User Origin","User Destination",true
20,2026-05-03 00:55:12,15.0,22.44055578170727,41.33167203949889,0.0,"User Origin","User Destination",false
72,2026-05-03 00:16:16,34.55105242350545,9.073394677265144,4.146126290820654,255.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
112,2026-05-03 00:12:46,22.171347972971983,6.379343192950207,2.6605617567566378,366.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
181,2026-05-03 00:04:36,5.528508974909734,0.9183250659443871,0.6634210769891681,162.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
125,2026-05-02 23:12:51,13.578307475145673,3.7901981411839523,1.6293968970174806,436.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
58,2026-05-02 23:07:30,11.134855500230863,1.8103868221023445,1.3361826600277036,447.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
9,2026-05-02 22:54:58,5.0,3.1491063856918613,1.1287147711371444,480.0,"User Origin","User Destination",true
8,2026-05-02 22:54:58,50.0,9.875318721798942,8.649793890798044,300.00000000000006,"User Origin","User Destination",true
7,2026-05-02 22:54:58,15.0,28.206853341041548,18.932309431529465,540.0,"User Origin","User Destination",true
6,2026-05-02 22:54:57,15.0,28.19063025744061,20.399948532681982,540.0,"User Origin","User Destination",true
5,2026-05-02 22:54:57,5.0,3.1619682916072778,1.9844178897340101,480.0,"User Origin","User Destination",true
4,2026-05-02 22:54:56,50.0,9.895646217698072,10.21297646934996,300.00000000000006,"User Origin","User Destination",true
3,2026-05-02 22:54:55,5.0,3.1660883622226903,2.8260320979214306,480.0,"User Origin","User Destination",true
2,2026-05-02 22:54:55,15.0,28.1624238928734,18.36303646808647,540.0,"User Origin","User Destination",true
1,2026-05-02 22:54:53,50.0,9.896374397755318,8.552095676455886,300.00000000000006,"User Origin","User Destination",true
45,2026-05-02 21:51:43,30.491209182406045,8.88966552390324,3.658945101888725,125.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
132,2026-05-02 21:40:28,21.116218759434332,3.801987905959622,2.53394625113212,316.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
44,2026-05-02 20:55:08,6.377588804492158,1.3046287305623392,0.7653106565390588,19.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
140,2026-05-02 20:05:42,29.25535227530794,6.173429372764364,3.5106422730369524,146.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
130,2026-05-02 18:42:53,21.892511073796555,5.78626436468964,2.6271013288555864,0.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
18,2026-05-02 16:49:00,26.655010785080318,5.889867600557903,3.198601294209638,257.0,"Location: 30.4102944,77.9694729","Synthetic Dest",false
233,2026-05-02 16:27:50,32.57883461692681,7.817340837601435,3.9094601540312173,451.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
173,2026-05-02 14:28:58,34.47967357812519,9.857368482398206,4.137560829375023,48.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
197,2026-05-02 13:27:17,5.409931984681751,1.331088316886678,0.64919183816181,62.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
127,2026-05-02 13:22:52,25.91638340316503,4.204190446674732,3.1099660083798035,459.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
224,2026-05-02 10:22:52,34.02836730830769,7.428998575752104,4.083404076996923,230.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
73,2026-05-02 10:01:45,16.736744096919786,4.57023603044193,2.0084092916303744,218.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
228,2026-05-02 08:22:30,24.470505296204763,3.9620322684380107,2.9364606355445715,359.0,"Destination: roorkee","Synthetic Dest",false
126,2026-05-02 07:59:37,21.12554517742411,3.4368712991408708,2.535065421290893,67.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
64,2026-05-02 07:37:37,32.97156255149789,6.658364133741152,3.9565875061797464,428.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
114,2026-05-02 06:58:18,18.311500299755014,5.1354627931269805,2.1973800359706015,100.0,"Destination: roorkee","Synthetic Dest",false
102,2026-05-02 06:43:34,13.574103664553633,2.8092557695772142,1.628892439746436,204.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
75,2026-05-02 06:30:55,33.169603178017915,5.961371238349706,3.9803523813621497,502.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
146,2026-05-02 05:25:09,7.137167168645524,1.3898305011274246,0.8564600602374629,82.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
120,2026-05-02 04:14:00,16.36715241661036,2.690676485809378,1.964058289993243,125.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
256,2026-05-02 03:52:25,21.866924884214253,5.359666027931279,2.6240309861057103,513.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
57,2026-05-02 03:40:15,10.779593470251712,2.863081883239363,1.2935512164302054,439.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
210,2026-05-02 03:19:59,13.699015391149512,2.911339235822492,1.6438818469379415,98.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
42,2026-05-02 02:06:20,32.61519828165406,9.440046297732966,3.913823793798487,489.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
123,2026-05-01 23:24:59,9.21180986981734,1.3975655698767744,1.105417184378081,425.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
109,2026-05-01 21:41:47,8.912661090645921,1.3683075891175207,1.0695193308775104,89.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
199,2026-05-01 21:01:04,28.418346472681588,7.202309402389678,3.4102015767217906,118.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
145,2026-05-01 20:48:38,31.26545012393893,4.880028325362282,3.7518540148726713,563.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
106,2026-05-01 20:33:30,9.179518443080912,2.193175960752127,1.1015422131697095,499.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
236,2026-05-01 20:14:54,32.523430652329694,9.109436184575378,3.902811678279563,29.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
95,2026-05-01 17:57:05,8.397727546188545,2.287033606277382,1.0077273055426252,91.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
61,2026-05-01 17:26:07,26.785709365934547,7.422921187687779,3.2142851239121457,18.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
46,2026-05-01 17:06:48,20.42327738879654,5.663639315649695,2.4507932866555846,357.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
198,2026-05-01 14:25:59,12.317553516646301,2.5948101247117075,1.4781064219975562,160.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
48,2026-05-01 13:35:39,23.416879007030715,5.498064230616068,2.8100254808436858,589.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
80,2026-05-01 12:46:43,11.54847137998826,1.735711941827938,1.3858165655985912,127.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
248,2026-05-01 12:09:19,12.846945722645751,2.4714705913224635,1.5416334867174901,321.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
195,2026-05-01 10:51:12,27.594558170067234,7.083864295170676,3.311346980408068,443.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
19,2026-05-01 10:43:46,30.189988863999957,4.662763259197872,3.622798663679995,509.0,"Location: 30.4102944,77.9694729","Synthetic Dest",false
68,2026-05-01 10:19:37,8.691739023197652,2.5647588796544323,1.0430086827837182,284.0,"Destination: roorkee","Synthetic Dest",false
47,2026-05-01 09:33:25,29.441184760430932,5.3072081029526155,3.5329421712517117,240.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
113,2026-05-01 07:36:29,19.576876782278426,3.62672600065638,2.349225213873411,10.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
117,2026-05-01 06:08:26,7.781666567487926,1.4328186398504676,0.9337999880985511,500.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
150,2026-05-01 06:05:39,7.934191395541515,2.354628733499438,0.9521029674649818,66.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
164,2026-05-01 06:04:06,11.905797688420527,2.7508956711329327,1.4286957226104633,225.0,"Destination: roorkee","Synthetic Dest",false
13,2026-05-01 05:55:22,5.566393666004576,1.208742405037591,0.6679672399205491,304.0,"Location: 30.4103141,77.9695107","Synthetic Dest",false
111,2026-05-01 05:38:53,31.665545508190228,9.00448382995122,3.799865460982827,429.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
115,2026-05-01 05:28:41,34.072584803278374,6.6382932692215615,4.088710176393405,246.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
152,2026-05-01 02:22:41,23.685749347205316,6.543514852955954,2.842289921664638,532.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
193,2026-05-01 02:10:24,17.42638923623339,3.734236265693183,2.0911667083480068,86.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
121,2026-05-01 02:00:45,22.279735958795193,3.828424546173459,2.673568315055423,394.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
12,2026-05-01 01:47:05,10.587804884512924,2.9894999913418787,1.2705365861415507,252.0,"Location: 30.4102944,77.9694729","Synthetic Dest",false
82,2026-05-01 01:12:50,7.3979077998044644,2.178998513769955,0.8877489359765357,328.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
185,2026-05-01 00:33:32,29.611518581917,4.828438820975319,3.55338222983004,369.0,"Destination: roorkee","Synthetic Dest",false
207,2026-05-01 00:31:24,14.582632403381933,3.9733557015341363,1.749915888405832,421.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
100,2026-05-01 00:02:31,5.067983030878224,1.0752392550877317,0.6081579637053869,223.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
87,2026-04-30 23:34:12,13.613805962762036,4.0512579339490955,1.6336567155314443,472.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
217,2026-04-30 21:53:44,10.317243747488114,2.835130828867926,1.2380692496985737,36.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
218,2026-04-30 20:57:07,11.585721649884793,2.203929488399082,1.3902865979861752,128.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
149,2026-04-30 20:53:33,24.039238683997134,5.951459718895006,2.884708642079656,8.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
183,2026-04-30 20:15:29,34.582303854673384,6.466679910291035,4.149876462560806,17.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
85,2026-04-30 18:40:50,6.992446927852907,1.749835733707205,0.8390936313423488,98.0,"Destination: roorkee","Synthetic Dest",false
147,2026-04-30 18:31:02,22.88235853743402,3.883358057541171,2.745883024492082,111.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
43,2026-04-30 18:21:34,29.281533147443525,6.479982824734336,3.513783977693223,546.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
174,2026-04-30 17:26:35,10.994456563176794,3.108514498615164,1.3193347875812151,309.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
84,2026-04-30 16:28:55,16.92287769420213,4.632847659734228,2.0307453233042554,372.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
163,2026-04-30 15:46:15,32.36677721916607,5.262824128599221,3.884013266299928,36.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
245,2026-04-30 15:30:05,12.663749702464651,2.5967495921773023,1.5196499642957582,358.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
65,2026-04-30 14:16:15,23.89348831288706,7.010488511341997,2.8672185975464473,112.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
255,2026-04-30 11:25:37,5.2147463521664426,0.7992326295964244,0.625769562259973,459.0,"Destination: roorkee","Synthetic Dest",false
52,2026-04-30 10:55:05,17.260545240458008,4.371996271868422,2.071265428854961,349.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
212,2026-04-30 10:44:20,14.968599624457894,2.6620052067861786,1.7962319549349473,526.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
241,2026-04-30 10:30:15,11.509169957742882,2.3761546280410695,1.3811003949291458,180.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
230,2026-04-30 10:13:30,30.16030731415426,6.789333791152918,3.619236877698511,25.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
158,2026-04-30 10:13:05,10.555650882237824,2.6178309343756343,1.2666781058685388,93.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
186,2026-04-30 10:04:54,25.547342286930494,5.7282711333208045,3.065681074431659,401.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
148,2026-04-30 09:27:08,28.281727229458983,5.762856673980333,3.393807267535078,309.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
214,2026-04-30 06:47:54,23.56046331301671,4.436012949863838,2.8272555975620053,498.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
83,2026-04-30 06:02:40,13.377084594605924,2.479143382006979,1.6052501513527109,51.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
129,2026-04-30 05:46:11,9.941529397231825,2.045029683128987,1.192983527667819,443.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
179,2026-04-30 05:11:10,14.928355911807841,2.824300849944002,1.791402709416941,73.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
139,2026-04-30 03:56:56,22.92744512532044,5.590667700694698,2.7512934150384525,87.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
229,2026-04-30 02:45:53,7.894369264300089,1.4993241725214639,0.9473243117160106,329.0,"Destination: roorkee","Synthetic Dest",false
227,2026-04-30 02:36:56,30.86118926186038,6.721651989827971,3.7033427114232453,164.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
124,2026-04-30 02:10:54,5.210800963390216,1.4042632751457151,0.625296115606826,509.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
172,2026-04-30 01:47:07,33.52345800468031,5.064243392198168,4.022814960561637,389.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
191,2026-04-30 00:04:25,6.002192330650622,0.9170295998667682,0.7202630796780747,118.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
166,2026-04-29 22:38:43,29.641986421093375,6.942770801478025,3.5570383705312048,572.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
11,2026-04-29 21:52:12,9.108685166096084,2.6837888794769036,1.09304221993153,557.0,"Location: 30.4103141,77.9695107","Synthetic Dest",false
